"concentration","sample","SequencingCenter","tissue_or_organ_of_origin","TCGA.code","platform","tissue_source_site","ffpe.status","file_id.expression","artbatch"
0.14,"89f88fef-691c-49e9-bade-63a6c137d3b4","UNC","Retroperitoneum","COAD","Illumina","Christiana Healthcare",FALSE,"ed6c0810-96e0-4c83-8447-9551553d1714","Christiana HealthcareFALSE"
0.16,"92735dc5-87a3-4387-b8ca-dc354957d51e","UNC","Sigmoid colon","COAD","Illumina","ILSBio",FALSE,"a46b8d84-534e-4a59-ae12-fe5c78fa0ff2","ILSBioFALSE"
0.16,"632c26c0-149a-40e7-b2a6-8d131c43adbe","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Roswell Park",FALSE,"6dce929a-71c9-49a3-ba3b-ee61bfec284f","Roswell ParkFALSE"
0.18,"c8ca5a21-07d0-4641-b115-89f3472f7bca","UNC","Sigmoid colon","COAD","Illumina","International Genomics Consortium",FALSE,"70883b31-d130-4efd-a7c6-169c8d4a253d","International Genomics ConsortiumFALSE"
0.15,"02a8255e-16f0-4ed5-9d6b-276a8d1beb6a","UNC","Sigmoid colon","COAD","Illumina","University of Pittsburgh",FALSE,"9d106591-3037-47a4-bac1-65df125abf35","University of PittsburghFALSE"
0.18,"62f3e7ca-2abb-4c4f-ac49-b9e01f2be728","UNC","Rectum, NOS","COAD","Illumina","University Of Michigan",FALSE,"1439268f-6863-433c-8941-157b251a15dd","University Of MichiganFALSE"
0.17,"d17056a1-8558-4585-92cb-f967d832459e","UNC","Rectum, NOS","COAD","Illumina","Indivumed",FALSE,"e13c7c65-d360-4818-b15b-c7ecad013118","IndivumedFALSE"
0.16,"efc3d63e-21af-4cdd-8315-cf04fee407b3","UNC","Retroperitoneum","COAD","Illumina","Greater Poland Cancer Center",FALSE,"52ea1e05-ac0e-4e60-82ed-d315dd56d848","Greater Poland Cancer CenterFALSE"
0.16,"c5babf4a-8473-4ebc-bdf4-9e4f5a13a902","UNC","Cecum","COAD","Illumina","University Of Michigan",FALSE,"8703691e-5e80-4f8f-a15d-4f239941977c","University Of MichiganFALSE"
0.18,"ec1f97e1-e296-42ff-bd83-c98e3d64a217","UNC","Ascending colon","COAD","Illumina","University Of Michigan",FALSE,"2db5cbe9-b8eb-4446-a859-df04ccbe01c8","University Of MichiganFALSE"
0.15,"c6871908-4dc7-4044-b3bf-dcb3dfcbd6c6","UNC","Cecum","COAD","Illumina","Asterand",FALSE,"ec0265f4-901d-4b6f-8a6a-464edc634bd9","AsterandFALSE"
0.15,"fda49a14-df20-4ff9-b355-d0baf50a260a","UNC","Sigmoid colon","COAD","Illumina","Christiana Healthcare",FALSE,"b200872e-2a18-4d56-a291-b7c61e780c8c","Christiana HealthcareFALSE"
0.15,"6dd62715-02e0-4539-ac02-4937d31b33d1","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"fc604647-2c64-4f9a-ac8b-808dbb2fc59b","IndivumedFALSE"
0.15,"7ceeade2-41f1-47df-9347-f7b79f2efc00","UNC","Colon, NOS","COAD","Illumina","Christiana Healthcare",FALSE,"17257e26-969c-49f5-abb2-ea6ca54f0a69","Christiana HealthcareFALSE"
0.15,"7060c025-76f7-4df6-9c33-cc4033522905","UNC","Sigmoid colon","COAD","Illumina","Indivumed",FALSE,"76e7023a-fcc1-4f75-ad76-633a4ccc9b1a","IndivumedFALSE"
0.16,"3b5a5448-4ba7-494f-9bc0-2ad266020e89","UNC","Colon, NOS","COAD","Illumina","University Of Michigan",FALSE,"1f6efd19-db75-41ee-9a2e-4b1b9b0aa0d5","University Of MichiganFALSE"
0.15,"663dbacb-27d2-4f8f-9704-e0e1115df17a","UNC","Ascending colon","COAD","Illumina","Roswell Park",FALSE,"ffbe7115-06be-4592-91d0-3dad62e3c73a","Roswell ParkFALSE"
0.15,"dc378fa0-3b2b-46aa-afc7-a285352e174b","UNC","Ascending colon","COAD","Illumina","Roswell Park",FALSE,"a938cb2c-c8e8-4395-915b-37e1e279a4da","Roswell ParkFALSE"
0.15,"a4299481-edf7-4286-892c-d6d4a35e061d","UNC","Rectum, NOS","COAD","Illumina","Indivumed",FALSE,"d1d03184-55ca-470a-9877-33393721b50c","IndivumedFALSE"
0.16,"0ef08b70-4b13-4a13-9b6f-f96cda68bd01","UNC","Uterus, NOS","COAD","Illumina","Harvard",FALSE,"3a77c136-9ef3-4c0d-baae-6fb98f33d1cd","HarvardFALSE"
0.15,"47d0bf3d-3df9-4ed4-9905-20c297d71a80","UNC","Colon, NOS","COAD","Illumina","University of Pittsburgh",FALSE,"2e632fd9-fa17-4290-9601-a5d462cf152c","University of PittsburghFALSE"
0.16,"ef99b87e-4d27-4689-be93-6a55f20ca577","UNC","Sigmoid colon","COAD","Illumina","University of Sao Paulo",FALSE,"93c8b109-3eda-46ae-b7c8-5369ea0541af","University of Sao PauloFALSE"
0.15,"c0717ac8-496c-4603-908b-71964e1bc9b3","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Greater Poland Cancer Center",FALSE,"677d425b-a6ef-4dff-b721-b929ab3451f4","Greater Poland Cancer CenterFALSE"
0.15,"594bcc55-4605-4369-889a-50940c93cd29","UNC","Myometrium","COAD","Illumina","Indivumed",FALSE,"7afb508a-9cb2-474a-94c9-98a2894f0a11","IndivumedFALSE"
0.15,"ab2b39dc-ae9d-4ce0-a25d-f3be0dea1251","UNC","Ascending colon","COAD","Illumina","Molecular Response",FALSE,"0c1f1a8b-b655-42b6-847a-9810235836a2","Molecular ResponseFALSE"
0.18,"fe161edb-6bb6-431d-a683-868ed0ed6c59","UNC","Sigmoid colon","COAD","Illumina","BLN - Baylor",FALSE,"3631fcd1-f8ea-443e-af52-3e486b5a9e63","BLN - BaylorFALSE"
0.14,"e3c93620-749c-44e4-a92a-0760c29e905e","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Greater Poland Cancer Center",FALSE,"810fcd41-3fa7-48fc-9fef-5c680eb18d9d","Greater Poland Cancer CenterFALSE"
0.18,"a70e9c48-e879-406c-89fe-d951f93416db","UNC","Cecum","COAD","Illumina","Candler",FALSE,"1e5357e2-9340-492f-94de-a4066d249443","CandlerFALSE"
0.15,"4f70e838-3eba-4bb0-809e-4f1dcb85f1c6","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"cb6b7fb6-3012-4642-9fd6-03eb369c942d","IndivumedFALSE"
0.14,"b22d685f-f23b-4f9e-802e-9615d6ed5484","UNC","Rectum, NOS","COAD","Illumina","University of Pittsburgh",FALSE,"9710cc8c-6560-4bf9-987f-c34700eb2a9e","University of PittsburghFALSE"
0.15,"d5e613f0-c95b-421c-95a3-c59bdda5d673","UNC","Rectosigmoid junction","COAD","Illumina","Indivumed",FALSE,"91e9287b-079d-4c8d-a19a-3e252d978956","IndivumedFALSE"
0.16,"8f96ba31-383a-4457-a85f-9bd680ece6d7","UNC","Cecum","COAD","Illumina","Indivumed",FALSE,"f830148c-1db9-412d-bf63-28bdf8a1dba2","IndivumedFALSE"
0.14,"75f0afaf-860e-4484-9f8f-86a9bba55605","UNC","Rectosigmoid junction","COAD","Illumina","Harvard",FALSE,"d222dfe6-b0ce-470d-baa0-874ab86929f1","HarvardFALSE"
0.15,"5dc04169-23ac-47cd-9010-76f28f1ab0f8","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","MSKCC",FALSE,"4cdd2363-6193-433c-8107-fe38f7f49e04","MSKCCFALSE"
0.16,"ae301731-c502-4533-84d7-3e223265441d","UNC","Transverse colon","COAD","Illumina","MSKCC",FALSE,"617bdb36-7b1c-4a9b-a126-1af6f8a2ff70","MSKCCFALSE"
0.15,"01da19af-770d-4bab-a441-b1edbeec06c0","UNC","Ascending colon","COAD","Illumina","Roswell Park",FALSE,"ebcaf4d5-5515-4ab0-b683-b21fb9f3d390","Roswell ParkFALSE"
0.18,"3a49ebbf-43e9-4bd7-8c59-c3ba4cc9832b","UNC","Ascending colon","COAD","Illumina","University Of Michigan",FALSE,"f099a3d9-873e-4241-9515-8883b3614892","University Of MichiganFALSE"
0.16,"b7c4c2a7-78f9-40e5-817d-33ebee30bb72","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Christiana Healthcare",FALSE,"b52775aa-273e-484e-82c7-c625f09415fa","Christiana HealthcareFALSE"
0.15,"24dc3d9d-9011-4752-bf86-7308f89fd27d","UNC","Rectosigmoid junction","COAD","Illumina","Indivumed",FALSE,"649f8eeb-0c25-4850-853f-da6618e6c813","IndivumedFALSE"
0.15,"6856cf72-f5cb-430c-b353-7c3ea8a3bfce","UNC","Transverse colon","COAD","Illumina","Christiana Healthcare",FALSE,"e020972f-e581-4078-a31d-3bb9ba212453","Christiana HealthcareFALSE"
0.15,"7a41895f-dbf3-4924-8152-2d9543238dd9","UNC","Sigmoid colon","COAD","Illumina","Indivumed",FALSE,"26207ba9-f442-4cfe-97eb-ebd88851979f","IndivumedFALSE"
0.15,"52864b61-728b-451a-a4f9-f922ca6234c2","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Christiana Healthcare",FALSE,"d8ebba35-0014-4347-b43a-a96461121aa6","Christiana HealthcareFALSE"
0.15,"9d8f2b87-a61d-44db-b3e8-39a3d66e6e16","UNC","Rectosigmoid junction","COAD","Illumina","Indivumed",FALSE,"30110693-1f69-4030-bcde-4328a0a4e6b1","IndivumedFALSE"
0.14,"191d5b7b-5be5-401d-af1f-4bc858e92dbb","UNC","Cecum","COAD","Illumina","Indivumed",FALSE,"8dfb6ca6-c3e4-40c3-bb6e-a2a2766760ac","IndivumedFALSE"
0.17,"19046d4a-ba58-4e49-a393-3dd7256cba58","UNC","Cecum","COAD","Illumina"," University of Chicago",FALSE,"b266c2bf-973d-4708-a4ed-1318c52c1402"," University of ChicagoFALSE"
0.14,"0bb0f930-00cd-4797-add9-62108946422b","UNC","Cecum","COAD","Illumina","Indivumed",FALSE,"a3edd8a1-5171-4553-8a34-4b5781120f51","IndivumedFALSE"
0.15,"958a5e6e-92b2-41a7-8ed4-3c464869120c","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"4d830788-67f7-4cac-aef0-61a3c7a24fab","IndivumedFALSE"
0.14,"4e08a7fa-ec31-4a9b-932c-1dc3dde5e22f","UNC","Sigmoid colon","COAD","Illumina","Indivumed",FALSE,"6a0df865-bea6-4fd5-b3bd-18d9380a40ad","IndivumedFALSE"
0.15,"0e48efbd-a7e9-4580-8ee1-5b5b4ae38a55","UNC","Retroperitoneum","COAD","Illumina","Greater Poland Cancer Center",FALSE,"9aefde5e-f012-47fc-8b5c-a41356bcfe8c","Greater Poland Cancer CenterFALSE"
0.15,"a1a5218d-7aef-4fbe-b32b-811c82b5a9d7","UNC","Colon, NOS","COAD","Illumina","ILSBio",FALSE,"eb41c630-9815-442e-959f-1160d24d7952","ILSBioFALSE"
0.17,"1de5a7b3-400c-42a2-bdc5-b548f0c3d911","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"a97605d5-4052-4dca-b60e-1b0acc6fcf8d","IndivumedFALSE"
0.15,"3943514e-52e0-45f0-9af7-935c795c4661","UNC","Transverse colon","COAD","Illumina","Indivumed",FALSE,"86e56999-ba76-433d-884b-7f5206059fc5","IndivumedFALSE"
0.16,"781a98aa-f273-4997-8bd6-b5819b6590bd","UNC","Rectosigmoid junction","COAD","Illumina","Northwestern University",FALSE,"93d1a78f-423e-4560-b4d3-ee4a89ac922b","Northwestern UniversityFALSE"
0.17,"c3c419d6-c94c-49d5-a9d1-bba4a508beb5","UNC","Retroperitoneum","COAD","Illumina","Indivumed",FALSE,"abf28e9c-550b-4f26-86c8-858764a084ff","IndivumedFALSE"
0.15,"57807383-64d6-4e2b-8a95-f4d7ceaff4c1","UNC","Sigmoid colon","COAD","Illumina","Christiana Healthcare",FALSE,"499fbaac-8cff-4375-96fb-c9a372189c73","Christiana HealthcareFALSE"
0.15,"350edcf5-8891-4e39-af05-950f03742fb7","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"8dc18b24-02f0-4b74-b711-8cffc08174ac","IndivumedFALSE"
0.16,"bc9268ed-46e3-4d54-bf2a-d43bfbd362cb","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"031cf2a5-74e0-4b5f-98bd-da60628c0854","IndivumedFALSE"
0.15,"a1ab4754-d1bb-4327-8df3-f1ff73846e7d","UNC","Colon, NOS","COAD","Illumina","UNC",FALSE,"b6388e09-7ed5-4041-97bb-4427ba5571ba","UNCFALSE"
0.15,"5e499070-849e-412b-af32-b3c4ad4aa38b","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Indivumed",FALSE,"fac33d7f-362d-42ba-86ce-d947e3a48f4b","IndivumedFALSE"
0.14,"061b61c4-5f4b-4c1c-95a4-0c757e04f506","UNC","Colon, NOS","COAD","Illumina","Christiana Healthcare",FALSE,"c9638067-6e2b-4cb5-886b-d9c1169c25db","Christiana HealthcareFALSE"
0.15,"98213442-a5dd-41a9-9518-993584977b5d","UNC","Connective, subcutaneous and other soft tissues, NOS","COAD","Illumina","Greater Poland Cancer Center",FALSE,"c080ee4b-5ac6-45fe-bf35-a21fb6000cc8","Greater Poland Cancer CenterFALSE"
0.16,"95017234-5c63-4027-967b-d8071719b490","UNC","Sigmoid colon","COAD","Illumina","Christiana Healthcare",FALSE,"44cc7583-7394-439e-8f07-61a6b4cf02d9","Christiana HealthcareFALSE"
0.16,"ae1581e5-446c-4537-8c94-4f2df8f46308","UNC","Cecum","COAD","Illumina","Indivumed",FALSE,"ab4d63a3-94a0-46fa-8400-fc9c5d7ad86a","IndivumedFALSE"
0.18,"b9db52ca-bb44-4715-85a7-d31472e48611","UNC","Sigmoid colon","COAD","Illumina","UNC",FALSE,"3848175b-10ad-4f44-8d4e-339c91c4594c","UNCFALSE"
0.14,"777140e2-8110-407d-b44f-358e407d3ad3","UNC","Connective, subcutaneous and other soft tissues of pelvis","COAD","Illumina","Indivumed",FALSE,"0efdab3d-40d4-4b98-a128-1f86497bb556","IndivumedFALSE"
0.17,"c3fc0f68-24cc-42bd-80ee-2baac39b3fae","UNC","Retroperitoneum","COAD","Illumina","International Genomics Consortium",FALSE,"8ece84d1-531f-4455-932f-4b0cae940f94","International Genomics ConsortiumFALSE"
0.14,"bf18b4eb-ff17-4632-a0ca-9a1c0f002156","UNC","Uterus, NOS","COAD","Illumina","Indivumed",FALSE,"a2e0ad47-71c6-45d5-b82c-01d7ae99d6ce","IndivumedFALSE"
0.14,"017e4572-bbde-4e44-9de2-22e7d2573603","UNC","Rectosigmoid junction","COAD","Illumina","Roswell Park",FALSE,"8e6fef22-6b12-4e75-89ea-2fe8584d8e74","Roswell ParkFALSE"
0.16,"e330bdf9-611c-4036-8dee-a471c984396c","UNC","Retroperitoneum","COAD","Illumina","Indivumed",FALSE,"0c5c1a38-7e9c-4b43-810d-0761c3af49b1","IndivumedFALSE"
0.15,"f0894c89-ad5e-4e0e-8289-0a0dcc5e5d28","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"958d8b1f-8e9a-4e80-beb7-b9a8e6ea0685","IndivumedFALSE"
0.16,"a36dda91-00aa-4779-bf35-fc0a69a90c21","UNC","Rectum, NOS","COAD","Illumina","Indivumed",FALSE,"54394c0b-6ae3-4b48-8e89-350ad5349611","IndivumedFALSE"
0.16,"2dbd9557-f3e2-4384-b54c-be1e02009b50","UNC","Sigmoid colon","COAD","Illumina","Indivumed",FALSE,"83eb7c73-3846-4338-9b87-f3374ce3d6d2","IndivumedFALSE"
0.15,"34a3a402-11f0-462c-a5fc-4ec58921a05f","UNC","Specified parts of peritoneum","COAD","Illumina","Indivumed",FALSE,"412333d5-74c9-46f1-ab84-0b09f3df8d16","IndivumedFALSE"
0.15,"176aeb29-de28-45a4-b5ea-9912b20fa80e","UNC","Colon, NOS","COAD","Illumina","Greater Poland Cancer Center",FALSE,"e23ab596-7713-44c0-9105-7fadbe369070","Greater Poland Cancer CenterFALSE"
0.15,"aafcafb3-e20e-4fec-8741-7517554db974","UNC","Sigmoid colon","COAD","Illumina","Indivumed",FALSE,"b28090c5-c42d-4836-9bb1-ce906d3ead95","IndivumedFALSE"
0.18,"8da4a13f-950c-4e03-a216-1e88e1591f2b","UNC","Sigmoid colon","COAD","Illumina","Candler",FALSE,"88c07bcb-4d91-48bd-aab1-fe9f541e8c26","CandlerFALSE"
0.15,"8fd05050-1405-4248-96ea-d2c350c5ceb6","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Greater Poland Cancer Center",FALSE,"348dea34-6f71-4aed-a768-a4db41ba83a7","Greater Poland Cancer CenterFALSE"
0.16,"d48bf8d4-090b-4646-9645-e00939d2c998","UNC","Colon, NOS","COAD","Illumina","St. Joseph's Medical Center-(MD)",FALSE,"dc38ba64-6240-4bab-9ad5-2adb67e1b79e","St. Joseph's Medical Center-(MD)FALSE"
0.15,"040e1058-9e1d-4b27-a481-4db1a75e0266","UNC","Rectosigmoid junction","COAD","Illumina","Roswell Park",FALSE,"685022a8-6e68-4253-a301-97e8eaf5f5be","Roswell ParkFALSE"
0.16,"a2a38aac-ed6f-4547-a791-9b7a1947787d","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Indivumed",FALSE,"ad7a9e3f-9e48-429a-af6d-16c5a403e25e","IndivumedFALSE"
0.14,"6e48118d-8114-4539-b349-e37d356f5cb8","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"c20b3cbf-c3b1-4842-bd72-a8232fda4cab","IndivumedFALSE"
0.15,"340dee79-7f93-4b4e-9137-98eeaa113f78","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"a61a36a2-f9e3-4bd1-83e3-a3d92617f931","IndivumedFALSE"
0.16,"79ed6902-f99f-48e5-8458-7792e8a3ebe2","UNC","Hepatic flexure of colon","COAD","Illumina","Indivumed",FALSE,"8e1c1856-f9c9-4a16-b4e4-c985b3a551ed","IndivumedFALSE"
0.16,"7c60cbcb-5511-48ee-9fb2-82d679ca972c","UNC","Retroperitoneum","COAD","Illumina","Christiana Healthcare",FALSE,"8397d4c2-aec2-4993-b2a9-a65d6e380046","Christiana HealthcareFALSE"
0.15,"2c4e832a-7fe0-40d6-95fc-910a409f15ce","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"20a50ce4-ab63-4625-87ed-896b408e19dc","IndivumedFALSE"
0.15,"e6e56025-3cb4-4a72-b97b-8750a320fc3f","UNC","Sigmoid colon","COAD","Illumina","ILSBio",FALSE,"f15e8d0d-3cfd-46c9-95df-d65f64f7ec09","ILSBioFALSE"
0.15,"ab2ba7fb-1368-4116-9e09-554427468de1","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"9daacf72-cd6f-4912-8185-c0b393976492","IndivumedFALSE"
0.15,"eba4bb88-f729-4cc5-81fd-ed3d2926a241","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"20124c9a-bba5-4689-86b0-4f8272d941b0","IndivumedFALSE"
0.16,"f5717a08-e47e-49d0-9581-e1d17b38b84c","UNC","Cecum","COAD","Illumina","Christiana Healthcare",FALSE,"b045ee79-82a6-4636-a875-1a58603d89ff","Christiana HealthcareFALSE"
0.16,"669255d3-ba9b-4a2b-ac63-65a6b7f33ce7","UNC","Colon, NOS","COAD","Illumina","Christiana Healthcare",TRUE,"070e2532-7a14-4c76-a352-3653eb20f29e","Christiana HealthcareTRUE"
0.15,"e1d4a9a8-68d3-4bf0-b9e9-ade8488483d8","UNC","Rectum, NOS","COAD","Illumina","Christiana Healthcare",FALSE,"c6959ad8-2ab2-4375-9c04-eeb38a353aa4","Christiana HealthcareFALSE"
0.15,"6efee329-7f5c-4075-a656-a1f3a700a509","UNC","Rectum, NOS","COAD","Illumina","Asterand",FALSE,"fc99f836-0c3f-4295-bae8-02aa560c8885","AsterandFALSE"
0.15,"750866ac-7c67-4866-b7e0-e72e1a0a1595","UNC","Retroperitoneum","READ","Illumina","Greater Poland Cancer Center",FALSE,"e0eb0d80-48ea-4535-aba0-9662e9016d37","Greater Poland Cancer CenterFALSE"
0.16,"da3b4416-7085-46b7-b4d4-3975e26b5642","UNC","Colon, NOS","READ","Illumina","Greater Poland Cancer Center",FALSE,"ee4f2011-8e92-4267-999e-96fbea52af87","Greater Poland Cancer CenterFALSE"
0.14,"704c41a0-2355-45f4-80c3-7a37ae745b6b","UNC","Connective, subcutaneous and other soft tissues of thorax","READ","Illumina","Christiana Healthcare",FALSE,"9d5b93a7-7194-44cc-8202-ad5433098a6c","Christiana HealthcareFALSE"
0.15,"603e5132-ef98-41e1-b7b8-cf099eaf3e5c","UNC","Retroperitoneum","READ","Illumina","Indivumed",FALSE,"7d00793c-f989-4501-8119-3e39577428a4","IndivumedFALSE"
0.16,"5efeba5f-8a15-4a80-9363-3b736923cfeb","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","READ","Illumina","Roswell Park",FALSE,"71bf6cf3-4a45-4521-8cb8-61334a76e1c2","Roswell ParkFALSE"
0.16,"5c0cd2a8-f5b7-486f-8762-3d82796009ac","UNC","Sigmoid colon","READ","Illumina","Indivumed",FALSE,"4fa4085c-3fd7-49b3-9b97-4f9d6e53347d","IndivumedFALSE"
0.15,"8357059a-69ee-4d96-90eb-4c0952f2740d","UNC","Ascending colon","READ","Illumina","Indivumed",FALSE,"c7a59596-531f-4bae-b71d-9b5d0ed7349f","IndivumedFALSE"
0.16,"f7c18a1a-ea2b-458f-8a08-14b6ed2bab4a","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","READ","Illumina","Indivumed",FALSE,"57456700-b2d1-47f3-b137-88dfd7cf99a3","IndivumedFALSE"
0.16,"870133a4-4fec-4735-926a-f35c337b6b8a","UNC","Descending colon","READ","Illumina","Indivumed",FALSE,"c09b422a-b9ce-4de3-9d50-1e2858eb1db6","IndivumedFALSE"
0.16,"2275d7e4-2710-433b-964c-08517fde6fd5","UNC","Spinal meninges","READ","Illumina","Indivumed",FALSE,"db79c10d-a1b5-465c-bd8d-c38a80078704","IndivumedFALSE"
0.15,"fd97e496-2071-4a24-9267-aac611222d12","UNC","Uterus, NOS","READ","Illumina","Indivumed",FALSE,"e6b1a777-8fa5-4102-a551-61376b712e67","IndivumedFALSE"
0.14,"adb45984-11cc-4889-a4e6-a3e9760440a7","UNC","Retroperitoneum","READ","Illumina","Indivumed",FALSE,"e9c779df-01d7-4b24-8c8b-156394c81122","IndivumedFALSE"
0.14,"13b3bddc-29b1-4c3d-95b7-8d8e21b2ad3d","UNC","Retroperitoneum","READ","Illumina","MSKCC",FALSE,"40994929-09be-42f0-87a7-855c7061ae62","MSKCCFALSE"
0.16,"7b3da857-4339-4421-9c4a-fd5df47128c2","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","READ","Illumina","Roswell Park",FALSE,"43f12fb7-8795-41ba-855b-478b5b7bcb26","Roswell ParkFALSE"
0.15,"874f2c2f-f8be-470a-9ac7-8e964e5b7b97","UNC","Connective, subcutaneous and other soft tissues of upper limb and shoulder","READ","Illumina","University Of Michigan",FALSE,"19adb707-4386-498f-81b3-8eeeddf27dbb","University Of MichiganFALSE"
0.15,"d6c587a2-3c08-4e70-9a21-cb3ed9088e9a","UNC","Retroperitoneum","READ","Illumina","Indivumed",FALSE,"b473a450-e04e-4ddc-8db4-6d32e31ea61e","IndivumedFALSE"
0.15,"116c0a93-c509-46f9-b3cc-f249ad87c978","UNC","Colon, NOS","READ","Illumina","Indivumed",FALSE,"67182fd9-08a6-46d0-9d0e-a0202a244e54","IndivumedFALSE"
0.15,"f654eb85-e9aa-4e9a-8b17-2f5cfd45e063","UNC","Retroperitoneum","READ","Illumina","MSKCC",FALSE,"0dae99b2-3cde-42e3-aabb-e0cc195a397c","MSKCCFALSE"
0.15,"a4fd5efb-5558-473d-bcd7-35924ac303ee","UNC","Retroperitoneum","READ","Illumina","Cureline",FALSE,"045cf700-b495-4240-bd2d-8e796e657e32","CurelineFALSE"
0.16,"d3673eef-0654-49b8-af31-a216a0f9c0f2","UNC","Connective, subcutaneous and other soft tissues of upper limb and shoulder","READ","Illumina","Indivumed",FALSE,"c3e46c0a-db17-4e19-aca4-c37929893a70","IndivumedFALSE"
0.15,"5dbe3e1e-179e-41cd-8e85-ab7336cc0b19","UNC","Isthmus uteri","READ","Illumina","Indivumed",FALSE,"004163ae-f9f8-45a5-bfb0-25ac0708fa57","IndivumedFALSE"
0.14,"80ff8844-3c90-4c66-b6d9-a72ea86219ed","UNC","Rectum, NOS","COAD","Illumina","Christiana Healthcare",FALSE,"ac2e69fd-8e13-4d95-8210-595d09f616c6","Christiana HealthcareFALSE"
0.18,"97701a47-a36c-4208-bb0f-d3ce03b3e4ca","UNC","Colon, NOS","COAD","Illumina","Candler",FALSE,"612020fb-4d45-4d3f-bae8-214e10b5ee31","CandlerFALSE"
0.15,"8714c72b-5800-4ee7-91d2-848742701d15","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"f7fd20ef-1636-4b88-8ef3-0c725bc66534","IndivumedFALSE"
0.15,"ea891fc0-8af5-49c0-b221-eba6cbe6a349","UNC","Cecum","COAD","Illumina","Asterand",FALSE,"de60dbd7-8a93-47a5-b1ea-a3f95beade8a","AsterandFALSE"
0.18,"4c02368e-d032-49ac-92d7-18d33282eac9","UNC","Sigmoid colon","COAD","Illumina","University Of Michigan",FALSE,"7fec7c90-fd2e-4ee2-ba1a-77f85920771f","University Of MichiganFALSE"
0.15,"9fd4295c-5b8f-48ab-9d5a-57800ba4f5b2","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"4141864a-d97d-481b-ac7f-44e4eabb8322","IndivumedFALSE"
0.17,"37c0e36d-e327-4df4-b359-357ac8625d6d","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Indivumed",FALSE,"cc1b3d03-8cc9-4575-92d7-4c4831ae6967","IndivumedFALSE"
0.15,"01871314-b195-4142-8149-1cff7ea8c3b4","UNC","Descending colon","COAD","Illumina","Indivumed",FALSE,"e79dd77e-6b51-4b49-ae8c-379c55ddae21","IndivumedFALSE"
0.15,"2cbe4b2b-1e1f-4249-8501-1c1db85e2cd5","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"08ed32e4-fb94-4bc0-8715-83ee2143a13d","IndivumedFALSE"
0.15,"c3269758-60aa-4c03-9085-ef9cc5862242","UNC","Cecum","COAD","Illumina","Indivumed",FALSE,"48dfc37a-a13b-48d1-af5f-0158a780458d","IndivumedFALSE"
0.16,"0c40e977-de94-4e89-ba1f-2b4dee44058b","UNC","Uterus, NOS","COAD","Illumina","Indivumed",FALSE,"c7fa6c35-6929-484a-bd5f-04f7998afd77","IndivumedFALSE"
0.15,"c4d62f18-52a9-4753-93c4-547bdbf0abea","UNC","Rectosigmoid junction","COAD","Illumina","Indivumed",FALSE,"7fb11e66-703f-4cd8-9077-62a84b3508b7","IndivumedFALSE"
0.15,"ab3dcbe2-fef2-463a-9bf6-6c6ff447b860","UNC","Ascending colon","COAD","Illumina","Roswell Park",FALSE,"a8fce30a-4676-44ff-b443-aefc54cf04b5","Roswell ParkFALSE"
0.15,"56b9726a-a4e6-4976-97ec-015505c7b21e","UNC","Colon, NOS","COAD","Illumina","ILSBio",FALSE,"cc88453b-488f-4469-ae10-cd9e81da3ae1","ILSBioFALSE"
0.15,"2d8a4267-969c-4a3a-bd89-c3ce0b9a6cf2","UNC","Retroperitoneum","COAD","Illumina","Indivumed",FALSE,"8d445b92-e331-421c-9de0-d55a2fee908d","IndivumedFALSE"
