"Taxa","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TaxLev","mouse.line"
"c__Caudoviricetes",1128.24750873198,0.360706635216549,0.475516193334625,0.758558047596744,0.448116976598243,0.924053108695076,"class","Balbc"
"g__Agrobacterium",682.12281843166,0.801278740218039,1.05725932415425,0.757882878790422,0.44852110079439,0.924053108695076,"genus","Balbc"
"s__Sphingomonas sp. CL5.1",21.2601536430009,-2.12705228990394,2.80953566865842,-0.757083212586379,0.449000010823642,0.924053108695076,"species","Balbc"
"s__Streptococcus suis",113.444479357309,-1.70941746022533,2.25658078287401,-0.757525488650219,0.448735101399975,0.924053108695076,"species","Balbc"
"s__Empedobacter stercoris",13.0316672103069,-2.11832611320801,2.82179796670564,-0.750700843292864,0.452832715404542,0.924592608046474,"species","Nude"
"s__Peptacetobacter hiranonis",13.0316672103069,-2.11832611320801,2.82179796670564,-0.750700843292864,0.452832715404542,0.924592608046474,"species","Nude"
"g__Pseudomonas",14573.4836367806,-0.885145696611157,1.18178544206964,-0.748990184767392,0.453863121349097,0.924763857263959,"genus","Nude"
"s__Nocardioides aquaticus",71.3448270549521,-1.79089387117141,2.38882544658246,-0.749696414082297,0.453437567735514,0.924763857263959,"species","Nude"
"o__Magnaporthales",177.261438322308,-0.615893229727705,0.817019906597262,-0.753828915005006,0.45095195908331,0.926925913430182,"order","Balbc"
"f__Gemmataceae",20.1987970738813,-2.06640551098964,2.76840450572826,-0.746424703006344,0.455410901273977,0.926950938634741,"family","Nude"
"s__Corynebacterium mycetoides",19.2931617202639,-1.90333275432886,2.55293351321262,-0.745547326038155,0.455940912297016,0.927064040196015,"species","Nude"
"f__Hyphomonadaceae",10.8540119572107,-2.41594626694122,3.24536097431978,-0.744430676913404,0.456615965795622,0.927471514724164,"family","Nude"
"f__Coronaviridae",498.448695469903,-0.500003982017939,0.673727892621445,-0.74214528965462,0.457999312243029,0.928748303179457,"family","Nude"
"g__Aeribacillus",13.7141245098594,2.19052712468509,2.95541338177729,0.74119144827306,0.458577367830679,0.928748303179457,"genus","Nude"
"g__Cutibacterium",280440.843388832,-0.874635604787722,1.18278566118517,-0.739470923169058,0.459621089649199,0.928748303179457,"genus","Nude"
"s__Isoptericola variabilis",15.4322738924791,1.93012890044015,2.60901566634229,0.739791993332908,0.4594262180304,0.928748303179457,"species","Nude"
"s__Nocardioides euryhalodurans",19.1276749369012,-1.91499462833414,2.58447193522789,-0.740961665023955,0.458716684269546,0.928748303179457,"species","Nude"
"o__Flavobacteriales",4538.74717118741,0.454183710989921,0.616226116107429,0.737040672438397,0.461097615835254,0.930199990961732,"order","Nude"
"f__Thermoanaerobacterales",41.1083524375308,-2.03767404182669,2.77175244206893,-0.735157300089074,0.462243700728681,0.930199990961732,"family","Nude"
"s__Clavibacter michiganensis",13.280975947711,-2.07692611378255,2.82470900781064,-0.735270821893375,0.462174574535823,0.930199990961732,"species","Nude"
"s__Marasmius oreades",43.7227106531094,-2.18633510363848,2.97062430229942,-0.7359850594187,0.461739790264708,0.930199990961732,"species","Nude"
"g__Actinoplanes",19.8707317284361,-1.55169691839001,2.12192667812292,-0.731267924753484,0.464615518257471,0.933104662357882,"genus","Nude"
"g__Clavibacter",12.4947576883742,-1.91669117445497,2.62401362491372,-0.730442538962805,0.465119724225474,0.933104662357882,"genus","Nude"
"s__Streptomyces clavuligerus",20.3640526579944,2.35330690700396,3.21905495584216,0.731055213187032,0.464745428936047,0.933104662357882,"species","Nude"
"f__Bacillaceae",1679.07190354336,-0.382025441488608,0.510861117680855,-0.747806846649203,0.454576671761756,0.93322575348134,"family","Balbc"
"g__Ligilactobacillus",28.0226841380806,-1.70164370852696,2.33371625651705,-0.72915621330357,0.465906112106025,0.933723633902741,"genus","Nude"
"d__Eukaryota",3084687.41430626,-0.508439176243199,0.718297665042523,-0.707839104855088,0.479045179139807,0.933728295979498,"domain","Nude"
"k__unclassified-p__Tenericutes",22.8565870688128,-1.44347997856631,2.01826075793834,-0.715209852289269,0.474479382063763,0.933728295979498,"kingdom","Nude"
"p__Deinococcus",38.2916744159463,-1.97615147493838,2.78707581514014,-0.709041162139688,0.478298933607606,0.933728295979498,"phylum","Nude"
"p__Tenericutes",22.6467891368941,-1.43436566488512,2.0325083081949,-0.705712079553072,0.480367207397194,0.933728295979498,"phylum","Nude"
"c__Rubrobacteria",48.9178470261398,-0.95529003777888,1.35237107638034,-0.706381594862068,0.479950863497375,0.933728295979498,"class","Nude"
"f__Chroococcaceae",10.4387718549961,-2.33772295205772,3.24552041957162,-0.720292171930403,0.471345123486913,0.933728295979498,"family","Nude"
"f__Methylobacteriaceae",1480.49166035653,-0.432987740073704,0.600247514992111,-0.721348659110059,0.47069502602598,0.933728295979498,"family","Nude"
"f__Yersiniaceae",266.546985215724,-0.972860610251748,1.35388755230392,-0.718568250809474,0.472406981366792,0.933728295979498,"family","Nude"
"g__Bacteroides",50.0235113691188,-1.30697939075239,1.85008408000593,-0.706443239459798,0.479912539165425,0.933728295979498,"genus","Nude"
"g__Campylobacter",80.1383453119528,0.968985507389088,1.35425825491107,0.715510135437734,0.474293880271673,0.933728295979498,"genus","Nude"
"g__Kinneretia",79.2014952631112,0.945835505359876,1.3402388012116,0.705721625507947,0.480361269779443,0.933728295979498,"genus","Nude"
"g__Microvirgula",4.3869391940903,-2.32733856055761,3.27008191306292,-0.711706502292999,0.476646540349097,0.933728295979498,"genus","Nude"
"g__Ornithinimicrobium",24.6549339161479,-1.82732880174867,2.58276966282007,-0.707507459164379,0.479251178921784,0.933728295979498,"genus","Nude"
"g__Peptacetobacter",11.1096301790511,-1.87001738658941,2.63627638564562,-0.70934041543275,0.478113253896366,0.933728295979498,"genus","Nude"
"g__Sepunavirus",145.85292384174,-1.36812566195125,1.88784798423072,-0.724701180062838,0.46863537102661,0.933728295979498,"genus","Nude"
"g__Thermobacillus",11.9003259636318,-1.91291414681383,2.67735307218204,-0.71447959803628,0.474930667443856,0.933728295979498,"genus","Nude"
"g__Xylophilus",4.3869391940903,-2.32733856055761,3.27008191306292,-0.711706502292999,0.476646540349097,0.933728295979498,"genus","Nude"
"s__Agrococcus carbonis",16.9532813380707,2.08538689458574,2.89990067136957,0.719123560049679,0.472064792074082,0.933728295979498,"species","Nude"
"s__Chelativorans sp. BNC1",5.13190381469848,-2.230158053809,3.16003758992734,-0.705737824422615,0.480351194088664,0.933728295979498,"species","Nude"
"s__Comamonas serinivorans",5.13190381469848,-2.230158053809,3.16003758992734,-0.705737824422615,0.480351194088664,0.933728295979498,"species","Nude"
"s__Dietzia lutea",15.2625673450842,-2.26032283998819,3.12761612554002,-0.722698294567054,0.469865263568862,0.933728295979498,"species","Nude"
"s__Empedobacter falsenii",53.3509465752661,-2.29309861325922,3.2296636679573,-0.710011582942802,0.47769695338842,0.933728295979498,"species","Nude"
"s__Gemella morbillorum",100.065819595997,1.78386969496739,2.4834547848609,0.71830166018799,0.472571306746059,0.933728295979498,"species","Nude"
"s__Geminocystis sp. NIES-3708",10.621546281049,-2.28740105791505,3.14746882419704,-0.726743038828541,0.467383382851639,0.933728295979498,"species","Nude"
"s__Gordonia rubripertincta",36.4617061645633,-1.88240159757189,2.58959764175171,-0.726908909408242,0.467281758977176,0.933728295979498,"species","Nude"
"s__Mycobacterium intracellulare",81.2019354474439,-2.34807431114238,3.22842903948564,-0.727311730387756,0.467035013788535,0.933728295979498,"species","Nude"
"s__Neisseria gonorrhoeae",18.8230647771433,-2.00753500444049,2.84849178354605,-0.704771211220182,0.480952627050935,0.933728295979498,"species","Nude"
"s__Nonomuraea coxensis",5.13190381469848,-2.230158053809,3.16003758992734,-0.705737824422615,0.480351194088664,0.933728295979498,"species","Nude"
"s__Pseudomonas sp. DG56-2",16.5207582503539,-2.02365132629462,2.87297779325353,-0.704374162253068,0.481199792247367,0.933728295979498,"species","Nude"
"s__Sphingomonas sp. NBWT7",38.9356329868461,-1.87148119262339,2.61127391228909,-0.716692792669466,0.473563674011363,0.933728295979498,"species","Nude"
"s__Streptomyces lydicus",11.136516233722,-2.0367466204447,2.85430763612856,-0.713569411602472,0.475493477720282,0.933728295979498,"species","Nude"
"s__Tetrapisispora phaffii",10.6024024948476,-2.28321349719426,3.16599954289117,-0.721166717260243,0.470806946598952,0.933728295979498,"species","Nude"
"s__Mobiluncus curtisii",13.7270408934843,2.33535985586282,3.13098940198486,0.745885583126643,0.455736534883035,0.934456093050454,"species","Balbc"
"s__Pseudomonas chlororaphis",38.0512889338442,2.27318224180747,3.23439703802525,0.702814841555555,0.482171146796456,0.934684941309796,"species","Nude"
"s__Sphingomonas sp. PAMC26645",57.2840849978872,-1.9222045107787,2.74350995977341,-0.700636971967636,0.48352959913945,0.93638933272397,"species","Nude"
"g__Bifidobacterium",62.8264689563093,-1.22470067888057,1.6499398884232,-0.7422698775111,0.457923838581605,0.936862752873367,"genus","Balbc"
"g__Treponema",16.2054106383332,1.95222594627164,2.63072179132239,0.742087571825795,0.458034279299216,0.936862752873367,"genus","Balbc"
"s__Coprococcus sp. ART55/1",60.3263218832448,-1.85561683880079,2.6573744807673,-0.698289553177691,0.484996131153549,0.937444168638863,"species","Nude"
"s__Pseudomonas syringae",16.1996738143108,2.01350914736455,2.88373625066015,0.69822930127664,0.485033804756341,0.937444168638863,"species","Nude"
"o__Flavobacteriales",2494.2911240311,-0.306629262996404,0.41497252728358,-0.738914609609475,0.45995885038411,0.937744358693642,"order","Balbc"
"f__Muribaculaceae",140.555062320995,-0.620683016479593,0.843526093008798,-0.735819581188841,0.46184050299189,0.937744358693642,"family","Balbc"
"s__Alicycliphilus denitrificans",117.994320490091,1.67042111287697,2.26677496298567,0.736915282793131,0.461173869572585,0.937744358693642,"species","Balbc"
"s__Haemophilus haemolyticus",36.8184113450638,1.61749437571469,2.19768397569665,0.735999531143672,0.461730983122017,0.937744358693642,"species","Balbc"
"s__Porphyrobacter sp. HT-58-2",54.3863191348063,-1.87322746668757,2.53664469772097,-0.738466632071317,0.460230936826855,0.937744358693642,"species","Balbc"
"s__Pseudonocardia sp. DSM 110487",72.6848816116312,-1.88965783965305,2.56345519919294,-0.737152668105134,0.461029513392872,0.937744358693642,"species","Balbc"
"k__unclassified-p__Deinococcus",38.560333441235,-1.99752269247127,2.8669130892918,-0.696750347937721,0.485959044129639,0.938077516651922,"kingdom","Nude"
"s__Abiotrophia defectiva",207.293123066453,-1.35055383675167,1.93997389908911,-0.696171137862117,0.486321660372772,0.938077516651922,"species","Nude"
"o__Solirubrobacterales",41.8880057245713,-1.89305419070668,2.76641534746946,-0.68429861497057,0.493786621394686,0.938578850394179,"order","Nude"
"o__Thermales",33.1921659552014,-1.91553326688807,2.77597345332244,-0.690040196384246,0.490168909667762,0.938578850394179,"order","Nude"
"f__Chroococcidiopsidaceae",34.0081340912904,1.04819068980322,1.52223814846445,0.688585219638976,0.491084324923005,0.938578850394179,"family","Nude"
"f__Micrococcaceae",7537.59434616183,-0.608206662592876,0.877163115004187,-0.693379204151753,0.488071609385864,0.938578850394179,"family","Nude"
"g__Marasmius",36.11633732906,-1.79769273896462,2.61888715440166,-0.686433829706323,0.492439577696943,0.938578850394179,"genus","Nude"
"g__Ottowia",29.2549486196079,1.63626709586185,2.35675180284339,0.694289103285173,0.487500923204363,0.938578850394179,"genus","Nude"
"s__Anoxybacillus flavithermus",257.027384887466,1.35620180399717,1.97894124703038,0.685316861241988,0.493143994119969,0.938578850394179,"species","Nude"
"s__Cutibacterium acnes",289473.112256763,-1.02520121556065,1.48960904483815,-0.688235090350195,0.491304749780994,0.938578850394179,"species","Nude"
"s__Eikenella corrodens",16.0705208997114,2.00124217728085,2.91341168611968,0.68690675842873,0.49214148774873,0.938578850394179,"species","Nude"
"s__Enterococcus casseliflavus",12.8139084691196,-2.19323969800121,3.18795207700434,-0.687977624827459,0.491466871804801,0.938578850394179,"species","Nude"
"s__Listeria monocytogenes",212.039339521338,1.817055269429,2.65028344649832,0.685607900479392,0.492960398173072,0.938578850394179,"species","Nude"
"s__Mycobacteroides chelonae",53.9245607698449,-2.00658811949682,2.92620140225801,-0.685731377870447,0.492882516139568,0.938578850394179,"species","Nude"
"s__Prevotella oris",46.21503363648,-1.45923086087619,2.1320458359906,-0.684427527890457,0.493705238152895,0.938578850394179,"species","Nude"
"s__Pseudonocardia autotrophica",12.8139084691196,-2.19323969800121,3.18795207700434,-0.687977624827459,0.491466871804801,0.938578850394179,"species","Nude"
"s__Thermothielavioides terrestris",97.7536950426028,1.0726005570708,1.5642757095823,0.685685106851918,0.492911700313271,0.938578850394179,"species","Nude"
"o__Methanosarcinales",13.462774418636,2.45763610506962,3.3484313469314,0.733966401109544,0.462969215773914,0.938892558023254,"order","Balbc"
"f__Paenibacillaceae",16.9007705299366,-1.03622226114215,1.51711469360138,-0.683021702652108,0.494593128894186,0.93919822532482,"family","Nude"
"o__Chroococcales",24.0384345643022,-2.34385642394212,3.20272087456857,-0.731832874526681,0.464270581020809,0.939552478439676,"order","Balbc"
"g__Leclercia",57.4816196885494,1.78691820811219,2.44252961223305,0.7315850744092,0.464421860968382,0.939552478439676,"genus","Balbc"
"f__Kytococcaceae",174.422654198119,-1.15789085858264,1.69863130228406,-0.681661086208459,0.495453278952365,0.939918162206719,"family","Nude"
"c__Mollicutes",21.5468247539947,-1.4338975654851,2.11033103641005,-0.679465705022444,0.496842830356654,0.940727607090022,"class","Nude"
"f__Thermomonosporaceae",26.9876579761469,-1.54457398996636,2.27231191613055,-0.679736782174066,0.496671141615453,0.940727607090022,"family","Nude"
"s__Desulfuromonas soudanensis",78.03192109345,1.4071457313604,1.92889918237959,0.729507142838057,0.465691500106695,0.940979067488316,"species","Balbc"
"f__Acidobacteriaceae",4.16291172662609,-2.21013852966102,3.27185554062327,-0.675500034222171,0.499358129637198,0.941554362682075,"family","Nude"
"f__unclassified-g__Xylophilus",4.16291172662609,-2.21013852966102,3.27185554062327,-0.675500034222171,0.499358129637198,0.941554362682075,"family","Nude"
"g__Laceyella",58.9551292322335,-1.0505201770651,1.5563734180614,-0.674979516402702,0.499688778966895,0.941554362682075,"genus","Nude"
"g__Paeniglutamicibacter",16.3559140231266,1.98873202192407,2.93828893801325,0.676833376117453,0.498511679179819,0.941554362682075,"genus","Nude"
"s__Aggregatibacter sp. 2125159857",29.5902334396435,1.82490419824161,2.69782713748296,0.676434814109041,0.498764619832064,0.941554362682075,"species","Nude"
"s__Cryptococcus neoformans",112.736650446491,-1.22464050351695,1.6834652996676,-0.727452180783739,0.466948998868907,0.941879745675017,"species","Balbc"
"s__Lacticaseibacillus paracasei",129.34801955156,-2.15505841534223,2.96459199211916,-0.726932549595719,0.467267276348674,0.941879745675017,"species","Balbc"
"f__Bacteroidaceae",94.3856934103644,-0.816602423991025,1.21382438488335,-0.672751704579986,0.50110526752444,0.942405864045001,"family","Nude"
"g__Catenulispora",219.422627199032,0.866701299755754,1.28818102007873,0.672810176711645,0.501068062574733,0.942405864045001,"genus","Nude"
"d__Bacteria",8099537.75988794,-0.091012053567494,0.125938076161947,-0.722673049653858,0.469880776842713,0.943342225178033,"domain","Balbc"
"p__Evosea",37.3648065525483,1.3671817759223,1.89028767744279,0.72326651241352,0.469516162407529,0.943342225178033,"phylum","Balbc"
"p__Spirochaetes",25.4697399225809,1.68671133504078,2.33596480640459,0.722061963611895,0.470256382197328,0.943342225178033,"phylum","Balbc"
"s__Sphingomonas sanxanigenens",50.868309903046,-2.09094137417987,2.884989276917,-0.724765735148352,0.46859575997132,0.943342225178033,"species","Balbc"
"g__Sphingobacterium",159.221404000771,1.14612863654374,1.70880299530152,0.670720170607794,0.502398810733797,0.943930073244077,"genus","Nude"
"o__Helotiales",668.102325803814,0.319392768365652,0.443838186746445,0.719615341588699,0.471761863505455,0.945069734718746,"order","Balbc"
"g__Nostoc",1953.32280491197,0.711809881625979,0.9918341173637,0.717670293010259,0.472960604427725,0.945069734718746,"genus","Balbc"
